As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting Region,Statistical Area 2,Number of offences,Crime Type,Date
1/04/2026,2025,6,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Darwin,,25,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Palmerston,,9,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Alice Springs,,7,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,Tennant Creek,,2,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Alligator,2,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,East Arnhem,1,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,Humpty Doo,1,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,071 Motor vehicle theft and related offences,Unknown,Unknown,NT Balance,West Arnhem,1,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,Darwin,,218,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,Palmerston,,134,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,Alice Springs,,114,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,Katherine,,48,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,Tennant Creek,,16,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,Nhulunbuy,,2,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Alligator,6,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Anindilyakwa,1,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Barkly,7,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Daly,3,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,East Arnhem,9,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Gulf,1,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Howard Springs,6,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Humpty Doo,4,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Petermann - Simpson,2,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Sandover - Plenty,1,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Tanami,2,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Tiwi Islands,1,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Victoria River,7,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Virginia,13,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Weddell,5,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,West Arnhem,6,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,3,Theft,2025-06-01
1/04/2026,2025,6,07 Theft,07* Other theft,Unknown,Unknown,NT Balance,Unknown ,9,Theft,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Darwin,,212,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Palmerston,,106,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Alice Springs,,203,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Katherine,,67,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Tennant Creek,,25,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,Nhulunbuy,,1,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Alligator,11,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Anindilyakwa,3,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Barkly,2,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Daly,4,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,East Arnhem,19,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Elsey,2,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Gulf,4,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Howard Springs,10,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Humpty Doo,3,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Petermann - Simpson,3,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Sandover - Plenty,5,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Tanami,2,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Thamarrurr,11,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Tiwi Islands,4,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Victoria River,7,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Virginia,3,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Weddell,2,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,West Arnhem,10,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,3,Property Damage,2025-06-01
1/04/2026,2025,6,11 Property damage offences,11 Property damage offences,Unknown,Unknown,NT Balance,Unknown ,18,Property Damage,2025-06-01
1/04/2026,2025,7,01 Homicide,0132 Driving causing death,Unknown,Unknown,NT Balance,West Arnhem,1,Homicide,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,Darwin,,34,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,Palmerston,,12,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,Alice Springs,,14,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,Katherine,,6,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,Tennant Creek,,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,Nhulunbuy,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Daly,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,East Arnhem,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Elsey,3,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Gulf,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Howard Springs,11,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Petermann - Simpson,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Sandover - Plenty,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Tanami,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Tiwi Islands,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,West Arnhem,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Yuendumu - Anmatjere,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,No,NT Balance,Unknown ,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,Darwin,,44,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,Palmerston,,14,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,Alice Springs,,36,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,Katherine,,10,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,Tennant Creek,,5,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Alligator,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Anindilyakwa,6,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Barkly,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Daly,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,East Arnhem,18,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Elsey,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Gulf,6,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Petermann - Simpson,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Sandover - Plenty,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tanami,7,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Thamarrurr,12,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Tiwi Islands,12,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Victoria River,7,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Weddell,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,West Arnhem,12,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,5,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,No,Yes,NT Balance,Unknown ,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,Darwin,,29,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,Palmerston,,9,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,Alice Springs,,14,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,Katherine,,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,Tennant Creek,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,NT Balance,Alligator,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,NT Balance,Barkly,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,NT Balance,Thamarrurr,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,NT Balance,Tiwi Islands,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,No,NT Balance,Victoria River,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,Darwin,,51,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,Palmerston,,43,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,Alice Springs,,52,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,Katherine,,30,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,Tennant Creek,,36,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,Nhulunbuy,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Alligator,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Barkly,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,East Arnhem,3,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Elsey,9,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Gulf,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Howard Springs,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Humpty Doo,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Petermann - Simpson,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Sandover - Plenty,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tanami,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Thamarrurr,10,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Tiwi Islands,6,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Victoria River,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,West Arnhem,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,021 Serious Assault,Yes,Yes,NT Balance,Unknown ,3,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,No,Darwin,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,No,Palmerston,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,No,Alice Springs,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,No,Katherine,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,No,Tennant Creek,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,East Arnhem,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Howard Springs,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,No,NT Balance,Sandover - Plenty,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,Yes,Alice Springs,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,Yes,Tennant Creek,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,No,Yes,NT Balance,Thamarrurr,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,No,Darwin,,6,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,No,Alice Springs,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,No,Katherine,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,No,Tennant Creek,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,No,NT Balance,Daly,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,No,NT Balance,Tiwi Islands,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Darwin,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Alice Springs,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Katherine,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,Yes,Tennant Creek,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,Yes,NT Balance,Howard Springs,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,022 Assault of a prescribed officer,Yes,Yes,NT Balance,Thamarrurr,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,Darwin,,26,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,Palmerston,,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,Alice Springs,,11,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,Katherine,,6,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,Tennant Creek,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Daly,3,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,East Arnhem,3,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Gulf,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Howard Springs,15,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Humpty Doo,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Petermann - Simpson,3,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Sandover - Plenty,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Tanami,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Victoria River,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,West Arnhem,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,No,NT Balance,Unknown ,3,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,Yes,Darwin,,4,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,Yes,Katherine,,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,Yes,NT Balance,Anindilyakwa,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,Yes,NT Balance,East Arnhem,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,Yes,NT Balance,Gulf,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,Yes,NT Balance,Petermann - Simpson,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,Yes,NT Balance,Tiwi Islands,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,No,Yes,NT Balance,West Arnhem,1,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,No,Darwin,,13,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,No,Palmerston,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,No,Alice Springs,,5,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,No,Katherine,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,No,Tennant Creek,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,Yes,Darwin,,6,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,Yes,Palmerston,,3,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,Yes,Alice Springs,,5,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,Yes,Katherine,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,Yes,Tennant Creek,,2,Assault,2025-07-01
1/04/2026,2025,7,02 Assault,023 Common Assault,Yes,Yes,NT Balance,Daly,2,Assault,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Darwin,,18,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Palmerston,,7,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Alice Springs,,8,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Katherine,,4,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,Tennant Creek,,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Elsey,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Gulf,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Thamarrurr,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Tiwi Islands,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Weddell,2,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,West Arnhem,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,2,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,031 Sexual assault of an adult,Unknown,Unknown,NT Balance,Unknown ,3,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,Darwin,,5,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,Alice Springs,,2,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Elsey,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Howard Springs,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Victoria River,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Yuendumu - Anmatjere,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,032 Sexual assault of a child,Unknown,Unknown,NT Balance,Unknown ,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Darwin,,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Palmerston,,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Alice Springs,,2,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,Katherine,,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,03 Sexual offences,"035, 039 Other sexual offences",Unknown,Unknown,NT Balance,Thamarrurr,1,Sexual Offences,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,Palmerston,,2,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,Tennant Creek,,1,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,NT Balance,Anindilyakwa,1,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"041, 042, 043 Human trafficking, abduction, deprivation of liberty",Unknown,Unknown,NT Balance,West Arnhem,1,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Darwin,,23,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Palmerston,,5,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Alice Springs,,15,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Katherine,,7,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,Tennant Creek,,3,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Alligator,1,Harm/Endanger,2025-07-01
1/04/2026,2025,7,04 Harm or endanger persons,"044 Acts that threaten, harass or control",Unknown,Unknown,NT Balance,Anindilyakwa,1,Harm/Endanger,2025-07-01
